System_Time,API_Time,Temperature,Wind_Speed,Wind_Direction,Weather_Code
2026-05-24 10:01:57,2026-05-24T10:00,41.8,13.8,311,0
2026-05-24 10:01:59,2026-05-24T10:00,41.8,13.8,311,0
2026-05-24 10:02:02,2026-05-24T10:00,41.8,13.8,311,0
2026-05-24 10:02:04,2026-05-24T10:00,41.8,13.8,311,0
2026-05-24 10:02:07,2026-05-24T10:00,41.8,13.8,311,0
